Id,SalePrice
1598,185921.05
1599,226195.36
1600,192781.33
1601,82038.04
1602,113501.01
1603,97544.59
1604,275158.59
1605,249439.75
1606,168536.4
1607,165215.76
1608,222650.69
1609,204985.25
1610,161816.82
1611,148112.61
1612,161727.32
1613,163292.77
1614,121672.63
1615,85885.5
1616,82194.0
1617,88298.5
1618,126348.5
1619,132582.33
1620,152384.67
1621,138073.99
1622,153745.18
1623,289633.08
1624,212500.7
1625,129020.91
1626,177737.5
1627,189091.5
1628,277586.66
1629,174465.95
1630,342318.35
1631,222096.07
1632,245854.7
1633,168333.32
1634,183840.0
1635,178869.33
1636,160336.91
1637,175616.5
1638,216347.9
1639,178407.5
1640,253458.95
1641,188596.0
1642,218764.95
1643,224782.79
1644,225532.32
1645,181607.5
1646,151199.75
1647,162130.86
1648,136801.75
1649,137751.5
1650,120482.08
1651,120552.49
1652,92565.0
1653,97216.0
1654,160095.4
1655,161114.52
1656,152224.32
1657,156917.93
1658,158976.82
1659,151897.84
1660,148593.66
1661,444352.93
1662,392275.11
1663,381931.35
1664,460459.01
1665,317843.53
1666,327629.05
1667,341659.38
1668,334595.54
1669,299322.43
1670,344102.9
1671,262933.13
1672,473518.68
1673,297318.14
1674,258687.1
1675,185027.68
1676,189668.44
1677,216992.07
1678,468789.14
1679,376476.03
1680,318800.41
1681,272959.21
1682,299225.9
1683,187161.2
1684,169367.16
1685,173638.28
1686,170025.03
1687,165579.5
1688,185989.04
1689,188384.09
1690,183539.09
1691,174398.72
1692,254124.07
1693,168823.96
1694,185348.35
1695,169826.72
1696,269261.42
1697,172068.32
1698,338215.02
1699,324945.97
1700,245630.8
1701,256815.96
1702,253574.79
1703,252806.44
1704,291816.33
1705,232828.75
1706,461402.11
1707,224215.34
1708,223354.54
1709,289737.8
1710,217142.83
1711,256583.29
1712,235698.24
1713,248542.81
1714,227652.09
1715,202591.13
1716,179221.05
1717,165911.26
1718,141066.78
1719,205245.25
1720,242958.16
1721,165738.49
1722,131266.75
1723,154315.5
1724,215847.18
1725,232281.36
1726,187578.73
1727,170103.19
1728,187104.46
1729,163151.74
1730,163363.37
1731,124466.83
1732,134407.5
1733,126555.0
1734,130163.75
1735,131387.6
1736,118709.24
1737,362370.33
1738,220374.24
1739,280110.57
1740,190419.87
1741,180989.22
1742,175589.82
1743,176195.5
1744,320060.68
1745,244759.16
1746,259759.0
1747,220737.78
1748,205345.9
1749,158369.99
1750,149415.25
1751,238640.77
1752,123827.5
1753,138968.99
1754,218681.81
1755,165548.37
1756,121723.74
1757,121656.74
1758,146971.59
1759,175416.24
1760,155806.0
1761,152363.37
1762,179549.34
1763,164908.7
1764,117785.33
1765,172658.0
1766,171874.5
1767,199610.22
1768,137296.95
1769,165359.1
1770,136693.75
1771,136426.0
1772,137950.3
1773,141499.25
1774,130832.27
1775,132691.84
1776,121344.0
1777,119585.75
1778,129552.0
1779,117333.5
1780,177021.26
1781,130646.62
1782,101953.84
1783,129960.87
1784,98459.5
1785,116275.54
1786,148564.39
1787,169087.37
1788,67023.87
1789,96789.23
1790,89201.5
1791,180408.6
1792,154047.34
1793,135383.36
1794,140236.02
1795,137682.75
1796,123549.14
1797,113881.82
1798,123737.0
1799,116589.41
1800,124569.93
1801,127235.24
1802,148930.66
1803,147364.29
1804,139314.0
1805,134035.0
1806,115600.29
1807,143946.0
1808,122508.83
1809,129822.54
1810,144983.36
1811,116520.87
1812,116897.67
1813,122157.58
1814,104700.77
1815,68302.48
1816,100231.55
1817,119583.0
1818,135812.44
1819,117212.96
1820,78846.76
1821,127737.6
1822,143466.65
1823,61469.84
1824,140864.55
1825,136280.87
1826,102434.5
1827,110264.14
1828,139983.87
1829,112214.81
1830,139621.53
1831,169093.2
1832,111816.19
1833,148579.0
1834,131058.68
1835,173271.13
1836,128771.8
1837,106596.97
1838,139692.09
1839,85615.0
1840,166683.37
1841,153049.59
1842,91333.04
1843,139371.75
1844,134035.93
1845,142644.66
1846,149308.5
1847,152320.7
1848,68741.72
1849,118035.04
1850,125192.52
1851,156694.0
1852,124091.8
1853,135234.88
1854,173047.03
1855,145247.45
1856,219227.12
1857,163347.1
1858,138957.91
1859,123361.04
1860,153457.67
1861,123272.46
1862,284597.29
1863,282899.08
1864,282899.08
1865,328697.59
1866,333628.38
1867,237705.28
1868,304164.98
1869,196587.13
1870,247418.03
1871,241287.03
1872,170003.1
1873,223688.03
1874,138969.75
1875,206595.72
1876,193202.5
1877,206047.66
1878,206827.14
1879,131213.5
1880,136868.13
1881,244079.82
1882,252817.72
1883,197114.8
1884,219217.82
1885,256198.06
1886,304552.67
1887,201312.19
1888,277820.04
1889,162483.03
1890,134150.5
1891,141378.0
1892,112165.76
1893,139522.25
1894,128259.61
1895,146999.0
1896,121475.42
1897,120868.0
1898,105684.54
1899,130086.96
1900,147549.92
1901,165488.4
1902,126198.9
1903,223575.91
1904,134215.25
1905,174184.56
1906,156418.5
1907,195517.5
1908,115613.81
1909,132145.15
1910,124210.69
1911,191772.36
1912,282392.91
1913,150699.87
1914,62232.32
1915,327547.67
1916,73770.8
1917,259118.11
1918,137797.0
1919,156548.97
1920,148819.91
1921,408249.64
1922,326627.61
1923,204609.7
1924,237346.33
1925,231320.15
1926,383643.44
1927,138575.0
1928,156845.34
1929,125808.32
1930,130722.64
1931,141168.6
1932,135764.43
1933,165739.56
1934,184263.0
1935,175865.94
1936,191413.0
1937,183361.2
1938,171659.62
1939,242059.59
1940,197227.88
1941,177332.5
1942,190053.25
1943,199464.9
1944,312791.85
1945,359838.4
1946,155246.25
1947,317999.59
1948,173496.42
1949,251440.45
1950,179182.91
1951,271854.05
1952,251403.81
1953,161911.72
1954,211380.8
1955,131208.08
1956,283825.98
1957,156201.46
1958,312126.18
1959,140751.42
1960,117125.19
1961,120919.16
1962,93906.0
1963,102635.0
1964,113944.83
1965,155335.37
1966,156056.02
1967,286240.36
1968,397872.85
1969,375742.4
1970,442355.11
1971,423715.69
1972,376081.1
1973,268144.58
1974,310391.74
1975,478139.66
1976,278706.33
1977,343382.41
1978,351021.26
1979,335094.65
1980,192334.87
1981,342496.23
1982,232400.02
1983,217247.3
1984,167397.75
1985,207880.12
1986,215184.33
1987,184890.36
1988,180237.9
1989,187458.12
1990,217675.99
1991,222644.9
1992,214975.19
1993,170359.81
1994,249215.04
1995,181790.05
1996,250816.64
1997,325389.52
1998,342511.18
1999,253722.35
2000,306987.3
2001,265496.61
2002,236892.76
2003,251922.38
2004,261207.07
2005,223577.19
2006,221369.18
2007,243112.04
2008,212844.02
2009,189668.7
2010,191053.85
2011,148593.62
2012,181031.1
2013,180330.89
2014,189315.5
2015,198407.73
2016,192705.78
2017,209548.03
2018,124094.5
2019,133598.0
2020,121789.54
2021,119319.08
2022,173680.85
2023,150124.81
2024,220956.24
2025,374443.11
2026,187506.2
2027,149065.16
2028,153476.98
2029,171970.82
2030,286874.25
2031,268518.43
2032,280361.28
2033,282786.89
2034,165596.97
2035,205884.87
2036,185791.0
2037,190991.12
2038,336138.31
2039,208471.22
2040,406994.09
2041,289615.61
2042,203959.77
2043,170280.0
2044,169735.9
2045,231220.38
2046,136973.12
2047,156442.95
2048,133254.0
2049,133935.0
2050,179726.45
2051,106618.8
2052,133005.3
2053,140864.75
2054,87684.61
2055,155869.32
2056,130904.75
2057,128838.75
2058,222976.1
2059,124665.63
2060,158954.5
2061,173532.0
2062,134459.0
2063,112844.58
2064,137037.8
2065,122586.79
2066,170522.2
2067,141891.29
2068,136363.88
2069,82628.97
2070,112665.0
2071,95283.82
2072,135504.93
2073,134835.37
2074,183592.39
2075,144986.5
2076,124920.26
2077,147225.75
2078,128445.5
2079,130809.13
2080,115941.5
2081,122083.83
2082,128645.58
2083,148556.83
2084,112185.0
2085,127988.21
2086,114595.09
2087,120022.96
2088,112921.98
2089,96375.25
2090,132836.97
2091,125265.52
2092,134521.65
2093,140145.21
2094,140075.95
2095,150119.8
2096,88183.9
2097,98926.5
2098,150121.5
2099,66427.35
2100,111237.03
2101,126214.23
2102,147947.75
2103,107563.98
2104,138647.54
2105,130756.39
2106,80189.47
2107,246263.71
2108,117230.6
2109,115616.46
2110,125143.51
2111,162051.49
2112,135227.75
2113,117347.5
2114,109521.0
2115,148031.5
2116,113734.38
2117,143188.34
2118,117591.84
2119,109524.6
2120,114375.0
2121,115164.16
2122,105111.25
2123,89849.58
2124,192891.86
2125,132206.84
2126,157183.62
2127,151004.0
2128,132988.04
2129,104313.93
2130,146003.02
2131,157479.71
2132,115769.3
2133,117636.07
2134,119407.13
2135,107569.33
2136,89720.51
2137,117616.64
2138,138688.0
2139,150950.0
2140,134162.75
2141,137553.5
2142,132805.0
2143,144581.24
2144,113185.39
2145,134179.0
2146,153101.74
2147,158378.0
2148,125830.0
2149,135699.0
2150,238644.04
2151,136451.4
2152,167266.4
2153,153731.0
2154,109642.11
2155,128253.82
2156,223826.0
2157,242818.32
2158,239523.4
2159,216958.42
2160,174840.27
2161,250896.86
2162,476695.13
2163,342963.31
2164,251597.92
2165,177535.2
2166,143222.25
2167,203541.58
2168,210389.0
2169,192047.9
2170,220276.41
2171,144033.57
2172,137848.25
2173,156359.29
2174,245395.34
2175,315866.83
2176,313603.09
2177,257686.87
2178,217503.1
2179,146967.0
2180,189377.28
2181,191475.52
2182,226154.99
2183,196111.45
2184,136324.75
2185,129894.14
2186,144524.47
2187,144694.37
2188,156014.12
2189,181714.35
2190,85507.21
2191,92698.0
2192,96606.0
2193,102117.76
2194,102961.75
2195,113676.29
2196,108034.14
2197,110768.33
2198,158310.2
2199,165424.34
2200,128124.18
2201,128884.17
2202,190242.62
2203,150367.93
2204,175444.84
2205,117046.54
2206,134207.8
2207,238885.33
2208,233796.9
2209,184819.96
2210,120524.33
2211,115524.26
2212,112913.04
2213,106994.25
2214,148205.36
2215,104277.86
2216,151937.32
2217,77943.3
2218,91790.62
2219,73684.34
2220,80495.59
2221,328039.04
2222,254648.91
2223,265847.01
2224,222573.54
2225,134391.81
2226,178696.0
2227,199788.76
2228,274680.64
2229,236216.1
2230,162327.6
2231,215478.98
2232,173535.82
2233,176067.64
2234,248015.8
2235,199178.24
2236,276017.41
2237,345524.22
2238,203345.2
2239,122780.01
2240,162438.15
2241,150923.87
2242,136246.6
2243,144646.59
2244,95897.5
2245,94925.0
2246,141373.75
2247,101516.5
2248,124136.33
2249,125952.5
2250,139022.5
2251,125217.2
2252,173889.5
2253,158347.58
2254,178981.03
2255,193226.0
2256,179816.4
2257,195976.3
2258,175442.65
2259,180085.35
2260,149696.91
2261,190963.36
2262,210286.9
2263,322190.74
2264,437745.15
2265,166271.0
2266,288108.84
2267,362638.24
2268,376345.13
2269,165087.86
2270,181141.6
2271,253318.82
2272,202920.56
2273,164541.83
2274,172612.72
2275,157774.5
2276,177965.77
2277,180616.87
2278,155575.53
2279,121575.58
2280,116274.14
2281,174628.8
2282,174439.86
2283,98638.0
2284,110630.54
2285,152342.65
2286,131024.0
2287,345562.63
2288,265024.61
2289,380127.68
2290,428361.8
2291,308529.23
2292,407460.16
2293,463942.93
2294,402632.14
2295,452355.38
2296,279867.88
2297,306081.88
2298,337357.39
2299,372463.64
2300,317592.22
2301,270421.6
2302,231281.48
2303,245654.96
2304,245632.97
2305,182293.86
2306,183701.7
2307,184708.28
2308,217954.83
2309,285002.31
2310,220782.59
2311,195480.49
2312,168791.93
2313,176164.29
2314,176615.08
2315,173319.35
2316,170810.09
2317,178157.9
2318,171748.12
2319,174299.51
2320,180458.5
2321,252968.2
2322,168479.7
2323,180357.08
2324,164566.13
2325,218208.06
2326,164773.46
2327,212794.49
2328,220693.64
2329,184127.0
2330,179378.3
2331,356474.12
2332,416854.45
2333,310455.4
2334,263095.1
2335,248078.83
2336,333164.33
2337,198681.17
2338,286868.54
2339,230764.44
2340,377024.64
2341,214492.21
2342,244142.68
2343,218608.77
2344,240458.66
2345,238326.59
2346,216922.82
2347,196489.65
2348,225366.52
2349,150644.28
2350,271011.82
2351,259638.05
2352,242019.99
2353,208916.0
2354,129628.87
2355,159918.64
2356,152244.33
2357,199493.68
2358,196371.15
2359,125447.07
2360,122904.33
2361,137308.5
2362,266742.88
2363,140911.37
2364,148145.89
2365,218564.64
2366,197919.83
2367,227326.83
2368,205417.4
2369,221246.85
2370,171873.64
2371,172804.82
2372,174478.06
2373,256839.1
2374,292624.56
2375,236555.22
2376,275389.06
2377,351531.68
2378,132016.51
2379,199502.5
2380,143914.0
2381,160484.07
2382,188470.06
2383,212732.19
2384,239610.84
2385,148447.75
2386,138357.0
2387,133065.08
2388,103611.21
2389,127512.24
2390,135092.82
2391,135126.0
2392,114017.42
2393,161114.5
2394,147095.5
2395,194494.73
2396,151890.5
2397,204331.2
2398,125842.25
2399,65400.59
2400,64042.37
2401,112884.79
2402,134127.5
2403,131070.82
2404,141741.32
2405,156463.0
2406,135981.75
2407,124459.62
2408,134093.59
2409,128851.0
2410,160806.11
2411,120388.08
2412,160151.5
2413,135254.15
2414,132076.25
2415,126258.39
2416,129517.5
2417,132466.25
2418,123877.83
2419,130634.14
2420,127821.0
2421,150036.5
2422,122907.24
2423,125709.41
2424,147904.94
2425,164030.45
2426,129708.98
2427,133923.99
2428,173256.74
2429,115501.45
2430,128854.58
2431,116764.59
2432,134338.75
2433,142094.25
2434,143436.0
2435,153299.0
2436,103919.5
2437,109478.13
2438,124394.32
2439,111712.97
2440,125388.75
2441,105602.84
2442,105658.31
2443,116762.39
2444,128950.75
2445,91241.54
2446,132820.91
2447,218629.49
2448,144159.02
2449,114987.25
2450,154434.88
2451,126444.3
2452,225990.84
2453,96325.8
2454,131445.71
2455,107512.91
2456,139627.84
2457,118180.04
2458,109568.04
2459,113464.76
2460,137446.25
2461,118899.42
2462,137298.45
2463,118164.54
2464,154428.33
2465,131448.78
2466,118185.8
2467,155891.22
2468,98942.78
2469,92791.09
2470,174692.1
2471,208152.37
2472,172678.0
2473,122807.54
2474,103361.61
2475,233697.93
2476,111125.01
2477,134674.7
2478,161791.37
2479,117064.95
2480,139280.55
2481,117854.78
2482,134844.1
2483,120305.83
2484,124324.91
2485,126336.83
2486,153886.4
2487,190866.03
2488,151048.07
2489,142561.06
2490,151442.0
2491,91185.86
2492,177891.54
2493,140663.83
2494,167982.68
2495,104259.01
2496,213634.08
2497,147567.5
2498,117860.58
2499,89807.54
2500,131114.25
2501,127898.36
2502,148759.5
2503,110633.5
2504,178158.21
2505,218363.45
2506,257609.83
2507,311984.25
2508,255420.08
2509,218348.99
2510,226162.93
2511,188124.08
2512,217221.63
2513,216596.11
2514,236103.28
2515,146781.5
2516,152626.11
2517,132841.5
2518,141820.25
2519,227017.33
2520,207549.68
2521,193942.5
2522,219496.75
2523,132822.0
2524,139925.87
2525,143438.75
2526,138703.37
2527,116601.83
2528,127760.0
2529,132650.5
2530,112542.5
2531,242590.14
2532,229660.38
2533,197414.5
2534,239731.88
2535,297800.42
2536,234039.42
2537,233618.34
2538,183512.93
2539,188772.83
2540,174244.03
2541,180914.27
2542,162451.02
2543,128259.5
2544,134153.0
2545,130422.32
2546,142858.0
2547,139333.02
2548,161571.84
2549,163990.33
2550,403829.91
2551,141686.99
2552,116182.32
2553,89803.3
2554,116499.62
2555,103962.5
2556,106759.23
2557,117734.5
2558,168847.2
2559,140893.8
2560,125843.04
2561,139556.0
2562,136083.86
2563,146656.67
2564,169018.04
2565,123753.5
2566,151487.91
2567,136413.25
2568,177697.24
2569,186230.56
2570,120113.35
2571,162373.22
2572,193229.05
2573,246719.57
2574,298401.95
2575,127125.76
2576,132573.43
2577,156360.55
2578,99059.0
2579,81039.43
2580,130668.29
2581,136289.17
2582,112897.21
2583,284666.15
2584,162211.15
2585,178870.52
2586,205235.91
2587,198413.49
2588,153874.1
2589,143648.0
2590,227827.94
2591,203539.22
2592,224688.02
2593,250494.54
2594,173483.86
2595,209632.4
2596,334982.39
2597,179807.33
2598,276079.57
2599,331694.63
2600,156437.51
2601,131390.83
2602,87061.5
2603,95547.5
2604,87781.0
2605,84121.5
2606,142494.3
2607,176026.5
2608,201825.39
2609,168898.45
2610,116639.83
2611,161186.5
2612,148896.92
2613,127239.0
2614,123400.3
2615,149706.09
2616,137697.5
2617,166684.58
2618,180443.5
2619,229041.44
2620,185731.5
2621,182178.77
2622,189066.1
2623,243937.3
2624,276778.92
2625,317510.67
2626,164166.44
2627,190455.55
2628,411919.4
2629,531907.44
2630,356500.76
2631,461958.0
2632,396233.27
2633,318150.87
2634,372915.96
2635,147023.5
2636,191805.4
2637,172323.06
2638,257989.67
2639,183268.5
2640,149057.75
2641,106715.5
2642,190280.8
2643,106670.02
2644,129826.5
2645,96489.5
2646,91759.0
2647,101192.0
2648,137229.87
2649,140579.14
2650,151591.5
2651,159631.52
2652,453689.29
2653,247635.86
2654,247372.11
2655,354352.44
2656,318335.18
2657,341610.47
2658,274300.9
2659,298664.87
2660,314589.46
2661,335082.49
2662,340998.32
2663,277199.08
2664,280536.7
2665,311244.25
2666,281946.15
2667,170208.13
2668,176552.24
2669,174886.57
2670,283261.63
2671,179444.34
2672,180948.51
2673,206400.49
2674,208559.94
2675,173331.28
2676,185945.76
2677,202623.5
2678,261351.23
2679,279547.85
2680,267606.53
2681,429324.75
2682,330863.84
2683,515330.48
2684,307874.79
2685,339009.63
2686,261386.02
2687,331508.82
2688,232133.71
2689,213548.7
2690,489860.95
2691,188304.03
2692,138905.19
2693,191300.65
2694,132965.72
2695,191114.82
2696,189164.2
2697,192234.2
2698,198322.5
2699,179295.04
2700,166760.11
2701,147260.4
2702,113661.77
2703,146832.29
2704,139847.82
2705,126392.08
2706,121671.0
2707,122306.71
2708,134937.5
2709,112411.5
2710,127497.33
2711,288684.59
2712,362927.27
2713,181178.25
2714,150462.13
2715,173908.82
2716,165622.13
2717,183400.98
2718,232474.17
2719,156529.0
2720,163452.04
2721,140489.25
2722,169835.49
2723,143785.72
2724,129595.5
2725,134422.5
2726,143127.5
2727,170709.5
2728,166931.0
2729,156086.38
2730,142393.25
2731,119525.25
2732,119396.26
2733,158653.0
2734,146611.82
2735,134392.0
2736,144458.95
2737,122729.66
2738,132695.02
2739,157068.5
2740,129523.58
2741,146444.0
2742,150183.0
2743,151750.5
2744,142733.75
2745,137287.25
2746,132770.5
2747,154025.45
2748,125994.0
2749,128281.5
2750,132610.75
2751,130687.58
2752,241301.36
2753,154843.0
2754,199872.24
2755,124075.64
2756,98927.29
2757,73386.72
2758,89035.5
2759,157608.75
2760,138570.37
2761,145926.0
2762,146144.0
2763,187571.0
2764,167506.45
2765,270548.82
2766,146868.68
2767,92947.5
2768,128159.01
2769,120033.86
2770,155064.5
2771,118754.83
2772,125269.12
2773,148545.4
2774,141302.8
2775,137461.0
2776,147819.37
2777,153710.34
2778,128707.32
2779,124018.72
2780,111225.95
2781,105985.8
2782,98627.57
2783,107118.19
2784,128913.5
2785,134444.67
2786,80444.61
2787,117755.18
2788,87718.8
2789,228496.0
2790,95629.41
2791,115809.8
2792,83562.64
2793,165385.49
2794,107160.15
2795,116045.3
2796,101717.76
2797,179726.83
2798,127498.74
2799,116451.36
2800,78890.08
2801,113345.01
2802,143064.5
2803,150142.23
2804,143358.49
2805,95818.5
2806,94401.93
2807,153940.4
2808,147327.25
2809,134639.5
2810,132982.0
2811,153367.55
2812,144418.3
2813,158428.19
2814,165103.5
2815,99188.98
2816,258243.51
2817,136443.5
2818,132903.0
2819,187736.55
2820,134762.5
2821,104353.41
2822,178964.96
2823,227312.19
2824,174320.02
2825,152316.37
2826,130025.33
2827,142269.0
2828,209853.0
2829,170588.02
2830,228281.98
2831,194146.5
2832,217343.38
2833,290433.17
2834,214646.18
2835,217588.15
2836,193674.64
2837,169541.5
2838,143177.4
2839,181447.72
2840,192053.61
2841,204384.28
2842,221035.72
2843,147214.58
2844,162040.37
2845,125189.0
2846,210301.56
2847,197070.9
2848,221768.09
2849,211066.22
2850,280905.15
2851,238355.42
2852,226887.25
2853,232625.5
2854,140023.0
2855,194894.84
2856,208644.82
2857,190315.82
2858,196460.12
2859,141504.6
2860,125608.37
2861,123541.9
2862,192705.16
2863,119094.0
2864,267774.99
2865,140456.7
2866,134628.0
2867,96666.0
2868,108910.26
2869,121159.06
2870,157936.55
2871,109797.71
2872,65316.26
2873,107944.84
2874,139280.0
2875,113538.63
2876,157869.6
2877,148299.47
2878,163815.05
2879,148360.84
2880,107116.08
2881,151318.49
2882,160089.34
2883,172849.25
2884,186015.73
2885,173372.93
2886,201396.48
2887,105438.43
2888,128002.26
2889,60823.37
2890,85176.38
2891,135642.6
2892,63045.2
2893,109099.65
2894,66679.7
2895,313396.94
2896,283004.36
2897,195887.72
2898,144469.39
2899,225220.67
2900,155893.5
2901,189579.24
2902,186436.9
2903,328855.82
2904,354619.51
2905,114243.65
2906,202744.92
2907,119406.5
2908,128955.0
2909,144369.38
2910,83437.0
2911,86445.5
2912,153499.87
2913,89438.83
2914,85250.0
2915,85756.0
2916,86988.5
2917,152531.12
2918,117601.14
2919,226650.3
